"RACEID","YEAR","ROUND","NAME","F1DATE","TIME","URL","SCORE","DNF_COUNT","DNF_DUE_TO_ACCIDENT_COUNT","WEATHER","WEATHER_WET","CIRCUITREF","YEAR_C","RACE_COUNT","NAME_YEAR","OVERTAKEN_POSITIONS_TOTAL"
140,2002,17,"Japanese Grand Prix",13-OCT-02,"\N","http://en.wikipedia.org/wiki/2002_Japanese_Grand_Prix",,10,3,"not found","N","suzuka","2002",1,"2002 Japanese Grand Prix",98
113,2003,6,"Austrian Grand Prix",18-MAY-03,"\N","http://en.wikipedia.org/wiki/2003_Austrian_Grand_Prix",,7,0,"Mostly cloudy with isolated showers in the area","Y","osterreichring","2003",1,"2003 Austrian Grand Prix",162
115,2003,8,"Canadian Grand Prix",15-JUN-03,"\N","http://en.wikipedia.org/wiki/2003_Canadian_Grand_Prix",,9,1,"Partly cloudy and mild with temperatures reaching a maximum of 19.3 °C (66.7 °F)Wind speeds up to 12.9 km/h (8.0 mph)[1]","N","villeneuve","2003",1,"2003 Canadian Grand Prix",129
116,2003,9,"European Grand Prix",29-JUN-03,"\N","http://en.wikipedia.org/wiki/2003_European_Grand_Prix",,5,1,"Mostly cloudy with maximum ambient temperatures reaching 25 degrees celsius during the day.","N","nurburgring","2003",1,"2003 European Grand Prix",126
123,2003,16,"Japanese Grand Prix",12-OCT-03,"\N","http://en.wikipedia.org/wiki/2003_Japanese_Grand_Prix",,4,0,"Cloudy, Air: 22 °C (72 °F), Track 25 °C (77 °F)","N","suzuka","2003",1,"2003 Japanese Grand Prix",213
97,2004,8,"Canadian Grand Prix",13-JUN-04,"\N","http://en.wikipedia.org/wiki/2004_Canadian_Grand_Prix",,10,1,"Clear and mild with temperatures approaching 25.0 °C (77.0 °F)Wind speeds up to 5.8 km/h (3.6 mph)[1]Track 35 °C (95 °F)[2]","N","villeneuve","2004",1,"2004 Canadian Grand Prix",111
96,2004,7,"European Grand Prix",30-MAY-04,"\N","http://en.wikipedia.org/wiki/2004_European_Grand_Prix",,5,2,"Cloudy at start, sunny later","N","nurburgring","2004",1,"2004 European Grand Prix",133
78,2005,8,"Canadian Grand Prix",12-JUN-05,"13:00:00","http://en.wikipedia.org/wiki/2005_Canadian_Grand_Prix",,9,1,"Cloudy and hot with temperatures approaching 32.5 °C (90.5 °F)Wind speeds up to 5.1 km/h (3.2 mph)[1]Track 43–47 °C (109–117 °F)","N","villeneuve","2005",1,"2005 Canadian Grand Prix",89
88,2005,18,"Japanese Grand Prix",09-OCT-05,"14:00:00","http://en.wikipedia.org/wiki/2005_Japanese_Grand_Prix",,4,3,"Partially cloudy and dry with temperatures reaching up to 25 °C (77 °F)[1]","N","suzuka","2005",1,"2005 Japanese Grand Prix",136
61,2006,9,"Canadian Grand Prix",25-JUN-06,"13:00:00","http://en.wikipedia.org/wiki/2006_Canadian_Grand_Prix",,8,5,"Sunny and warm with temperatures reaching up to 28 °C (82 °F); wind speeds up to 4.1 kilometres per hour (2.5 mph)[1]","N","villeneuve","2006",1,"2006 Canadian Grand Prix",85
69,2006,17,"Japanese Grand Prix",08-OCT-06,"14:00:00","http://en.wikipedia.org/wiki/2006_Japanese_Grand_Prix",,5,1,"Fine","N","suzuka","2006",1,"2006 Japanese Grand Prix",140
41,2007,6,"Canadian Grand Prix",10-JUN-07,"17:00:00","http://en.wikipedia.org/wiki/2007_Canadian_Grand_Prix",,10,5,"Warm with temperatures approaching 26 °C (79 °F); wind speeds up to 5.8 kilometres per hour (3.6 mph)[1]","N","villeneuve","2007",1,"2007 Canadian Grand Prix",260
808,1953,1,"Argentine Grand Prix",18-JAN-53,"\N","http://en.wikipedia.org/wiki/1953_Argentine_Grand_Prix",,7,1,"Hot, dry","N","galvez","1953",1,"1953 Argentine Grand Prix",0
799,1954,1,"Argentine Grand Prix",17-JAN-54,"\N","http://en.wikipedia.org/wiki/1954_Argentine_Grand_Prix",,9,1,"Overcast, wet","Y","galvez","1954",1,"1954 Argentine Grand Prix",0
792,1955,1,"Argentine Grand Prix",16-JAN-55,"\N","http://en.wikipedia.org/wiki/1955_Argentine_Grand_Prix",,19,7,"Very hot and dry","N","galvez","1955",1,"1955 Argentine Grand Prix",0
776,1957,1,"Argentine Grand Prix",13-JAN-57,"\N","http://en.wikipedia.org/wiki/1957_Argentine_Grand_Prix",,4,0,"not found","N","galvez","1957",1,"1957 Argentine Grand Prix",0
765,1958,1,"Argentine Grand Prix",19-JAN-58,"\N","http://en.wikipedia.org/wiki/1958_Argentine_Grand_Prix",,1,0,"not found","N","galvez","1958",1,"1958 Argentine Grand Prix",0
746,1960,1,"Argentine Grand Prix",07-FEB-60,"\N","http://en.wikipedia.org/wiki/1960_Argentine_Grand_Prix",,8,0,"Dry","N","galvez","1960",1,"1960 Argentine Grand Prix",0
605,1973,1,"Argentine Grand Prix",28-JAN-73,"\N","http://en.wikipedia.org/wiki/1973_Argentine_Grand_Prix",,10,0,"not found","N","galvez","1973",1,"1973 Argentine Grand Prix",0
606,1973,2,"Brazilian Grand Prix",11-FEB-73,"\N","http://en.wikipedia.org/wiki/1973_Brazilian_Grand_Prix",,8,0,"Partly cloudy and hot","N","interlagos","1973",1,"1973 Brazilian Grand Prix",0
591,1974,2,"Brazilian Grand Prix",27-JAN-74,"\N","http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix",,8,0,"Cloudy and dry in the first phase, then seasonal monsoon later.","N","interlagos","1974",1,"1974 Brazilian Grand Prix",0
577,1975,2,"Brazilian Grand Prix",26-JAN-75,"\N","http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix",,8,1,"Hot and dry","N","interlagos","1975",1,"1975 Brazilian Grand Prix",0
560,1976,1,"Brazilian Grand Prix",25-JAN-76,"\N","http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix",,9,4,"not found","N","interlagos","1976",1,"1976 Brazilian Grand Prix",0
543,1977,1,"Argentine Grand Prix",09-JAN-77,"\N","http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix",,16,3,"Dry","N","galvez","1977",1,"1977 Argentine Grand Prix",0
527,1978,1,"Argentine Grand Prix",15-JAN-78,"\N","http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix",,10,0,"Dry","N","galvez","1978",1,"1978 Argentine Grand Prix",0
143,2001,3,"Brazilian Grand Prix",01-APR-01,"\N","http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix",,12,6,"Dry first, rain and thunderstorms later; Air temp: 25–30 °C (77–86 °F)[1] Track 27–40 °C (81–104 °F)","Y","interlagos","2001",1,"2001 Brazilian Grand Prix",122
153,2001,13,"Hungarian Grand Prix",19-AUG-01,"\N","http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix",,10,5,"Hot, dry and partially cloudy","N","hungaroring","2001",1,"2001 Hungarian Grand Prix",74
126,2002,3,"Brazilian Grand Prix",31-MAR-02,"\N","http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix",,11,2,"Clear, Air Temp: 30°C","N","interlagos","2002",1,"2002 Brazilian Grand Prix",100
136,2002,13,"Hungarian Grand Prix",18-AUG-02,"\N","http://en.wikipedia.org/wiki/2002_Hungarian_Grand_Prix",,4,2,"Partially cloudy, hot and sunny, Air Temp: 28 °C (82 °F)[1]","N","hungaroring","2002",1,"2002 Hungarian Grand Prix",64
125,2002,2,"Malaysian Grand Prix",17-MAR-02,"\N","http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix",,9,0,"Partially cloudy, hot and dry","N","sepang","2002",1,"2002 Malaysian Grand Prix",115
110,2003,3,"Brazilian Grand Prix",06-APR-03,"\N","http://en.wikipedia.org/wiki/2003_Brazilian_Grand_Prix",,11,8,"Rainy: 20 °C (68 °F)","Y","interlagos","2003",1,"2003 Brazilian Grand Prix",141
120,2003,13,"Hungarian Grand Prix",24-AUG-03,"\N","http://en.wikipedia.org/wiki/2003_Hungarian_Grand_Prix",,7,0,"Warm, dry and sunny, 28 °C (82 °F)","N","hungaroring","2003",1,"2003 Hungarian Grand Prix",156
109,2003,2,"Malaysian Grand Prix",23-MAR-03,"\N","http://en.wikipedia.org/wiki/2003_Malaysian_Grand_Prix",,7,1,"Fine, air temperature 34°C (93°F)","N","sepang","2003",1,"2003 Malaysian Grand Prix",73
107,2004,18,"Brazilian Grand Prix",24-OCT-04,"\N","http://en.wikipedia.org/wiki/2004_Brazilian_Grand_Prix",,3,1,"Dry/Wet","Y","interlagos","2004",1,"2004 Brazilian Grand Prix",237
102,2004,13,"Hungarian Grand Prix",15-AUG-04,"\N","http://en.wikipedia.org/wiki/2004_Hungarian_Grand_Prix",,5,0,"Warm, dry and sunny, Air: 26 °C (79 °F), Track 42 °C (108 °F)","N","hungaroring","2004",1,"2004 Hungarian Grand Prix",130
91,2004,2,"Malaysian Grand Prix",21-MAR-04,"\N","http://en.wikipedia.org/wiki/2004_Malaysian_Grand_Prix",,4,1,"Dry, light rain at the startAir Temp 34 °C (93 °F)","Y","sepang","2004",1,"2004 Malaysian Grand Prix",154
70,2006,18,"Brazilian Grand Prix",22-OCT-06,"14:00:00","http://en.wikipedia.org/wiki/2006_Brazilian_Grand_Prix",,6,3,"Temperatures reaching up to 23 °C (73 °F)[1]","N","interlagos","2006",1,"2006 Brazilian Grand Prix",155
65,2006,13,"Hungarian Grand Prix",06-AUG-06,"14:00:00","http://en.wikipedia.org/wiki/2006_Hungarian_Grand_Prix",,11,5,"Cool and rainy with temperatures reaching up to 20 °C (68 °F)[1]","Y","hungaroring","2006",1,"2006 Hungarian Grand Prix",92
54,2006,2,"Malaysian Grand Prix",19-MAR-06,"15:00:00","http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix",,8,1,"Fine, Air Temp: 33°C, Wind Speed: 1.5 m/s, Humidity: 61%","N","sepang","2006",1,"2006 Malaysian Grand Prix",73
46,2007,11,"Hungarian Grand Prix",05-AUG-07,"12:00:00","http://en.wikipedia.org/wiki/2007_Hungarian_Grand_Prix",,4,2,"Sunny, temperatures reaching up to 27 °C (81 °F)[1]","N","hungaroring","2007",1,"2007 Hungarian Grand Prix",132
37,2007,2,"Malaysian Grand Prix",08-APR-07,"7:00:00","http://en.wikipedia.org/wiki/2007_Malaysian_Grand_Prix",,4,1,"Sunny[1]","N","sepang","2007",1,"2007 Malaysian Grand Prix",158
762,1959,7,"Portuguese Grand Prix",23-AUG-59,"\N","http://en.wikipedia.org/wiki/1959_Portuguese_Grand_Prix",,6,2,"Hot and clear.","N","monsanto","1959",1,"1959 Portuguese Grand Prix",0
753,1960,8,"Portuguese Grand Prix",14-AUG-60,"\N","http://en.wikipedia.org/wiki/1960_Portuguese_Grand_Prix",,8,2,"not found","N","boavista","1960",1,"1960 Portuguese Grand Prix",0
470,1982,4,"San Marino Grand Prix",25-APR-82,"\N","http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix",,9,0,"not found","N","imola","1982",1,"1982 San Marino Grand Prix",0
455,1983,4,"San Marino Grand Prix",01-MAY-83,"\N","http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix",,18,9,"not found","N","imola","1983",1,"1983 San Marino Grand Prix",0
439,1984,4,"San Marino Grand Prix",06-MAY-84,"\N","http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix",,22,3,"not found","N","imola","1984",1,"1984 San Marino Grand Prix",0
435,1985,16,"Australian Grand Prix",03-NOV-85,"\N","http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix",,17,1,"Sunny","N","adelaide","1985",1,"1985 Australian Grand Prix",0
422,1985,3,"San Marino Grand Prix",05-MAY-85,"\N","http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix",,21,1,"not found","N","imola","1985",1,"1985 San Marino Grand Prix",0
419,1986,16,"Australian Grand Prix",26-OCT-86,"\N","http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix",,17,2,"Sunny","N","adelaide","1986",1,"1986 Australian Grand Prix",0
406,1986,3,"San Marino Grand Prix",27-APR-86,"\N","http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix",,19,1,"Overcast, warm","N","imola","1986",1,"1986 San Marino Grand Prix",0
403,1987,16,"Australian Grand Prix",15-NOV-87,"\N","http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix",,20,4,"Sunny","N","adelaide","1987",1,"1987 Australian Grand Prix",0
389,1987,2,"San Marino Grand Prix",03-MAY-87,"\N","http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix",,17,2,"Sunny, warm","N","imola","1987",1,"1987 San Marino Grand Prix",0
387,1988,16,"Australian Grand Prix",13-NOV-88,"\N","http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix",,24,7,"Cloudy and hot","N","adelaide","1988",1,"1988 Australian Grand Prix",0
384,1988,13,"Portuguese Grand Prix",25-SEP-88,"\N","http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix",,19,3,"Sunny and hot","N","estoril","1988",1,"1988 Portuguese Grand Prix",0
373,1988,2,"San Marino Grand Prix",01-MAY-88,"\N","http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix",,13,0,"Sunny, warm","N","imola","1988",1,"1988 San Marino Grand Prix",0
371,1989,16,"Australian Grand Prix",05-NOV-89,"\N","http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix",,31,13,"Wet, cool","Y","adelaide","1989",1,"1989 Australian Grand Prix",0
368,1989,13,"Portuguese Grand Prix",24-SEP-89,"\N","http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix",,25,5,"Hot, dry, sunny","N","estoril","1989",1,"1989 Portuguese Grand Prix",0
357,1989,2,"San Marino Grand Prix",23-APR-89,"\N","http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix",,28,5,"Warm, dry, sunny","N","imola","1989",1,"1989 San Marino Grand Prix",0
336,1990,16,"Australian Grand Prix",04-NOV-90,"\N","http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix",,17,3,"Sunny","N","adelaide","1990",1,"1990 Australian Grand Prix",0
323,1990,3,"San Marino Grand Prix",13-MAY-90,"\N","http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix",,23,4,"Warm, dry, sunny","N","imola","1990",1,"1990 San Marino Grand Prix",0
320,1991,16,"Australian Grand Prix",03-NOV-91,"\N","http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix",,12,6,"Torrential rain","Y","adelaide","1991",1,"1991 Australian Grand Prix",0
307,1991,3,"San Marino Grand Prix",28-APR-91,"\N","http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix",,24,6,"Wet at start, dry by finish","Y","imola","1991",1,"1991 San Marino Grand Prix",0
304,1992,16,"Australian Grand Prix",08-NOV-92,"\N","http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix",,13,5,"Cloudy","N","adelaide","1992",1,"1992 Australian Grand Prix",0
302,1992,14,"Portuguese Grand Prix",27-SEP-92,"\N","http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix",,12,4,"Dry, sunny, windy","N","estoril","1992",1,"1992 Portuguese Grand Prix",0
293,1992,5,"San Marino Grand Prix",17-MAY-92,"\N","http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix",,20,6,"Sunny","N","imola","1992",1,"1992 San Marino Grand Prix",0
288,1993,16,"Australian Grand Prix",07-NOV-93,"\N","http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix",,11,5,"Sunny","N","adelaide","1993",1,"1993 Australian Grand Prix",0
286,1993,14,"Portuguese Grand Prix",26-SEP-93,"\N","http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix",,12,8,"Dry, sunny, windy","N","estoril","1993",1,"1993 Portuguese Grand Prix",0
272,1994,16,"Australian Grand Prix",13-NOV-94,"\N","http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix",,17,5,"Sunny with clouds","N","adelaide","1994",1,"1994 Australian Grand Prix",0
256,1995,17,"Australian Grand Prix",12-NOV-95,"\N","http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix",,16,8,"Sunny[2]","N","adelaide","1995",1,"1995 Australian Grand Prix",0
242,1995,3,"San Marino Grand Prix",30-APR-95,"\N","http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix",,12,3,"Heavy rain before the start, before brightening up","Y","imola","1995",1,"1995 San Marino Grand Prix",0
224,1996,1,"Australian Grand Prix",10-MAR-96,"\N","http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix",,11,3,"Dry with temperatures reaching up to 23 °C (73 °F)[1]","N","albert_park","1996",1,"1996 Australian Grand Prix",62
228,1996,5,"San Marino Grand Prix",05-MAY-96,"\N","http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix",,13,2,"Sunny","N","imola","1996",1,"1996 San Marino Grand Prix",114
207,1997,1,"Australian Grand Prix",09-MAR-97,"\N","http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix",,15,5,"Partly Cloudy, Dry","N","albert_park","1997",1,"1997 Australian Grand Prix",33
221,1997,15,"Luxembourg Grand Prix",28-SEP-97,"\N","http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix",,12,4,"Partially cloudy, mild and dry","N","nurburgring","1997",1,"1997 Luxembourg Grand Prix",77
191,1998,1,"Australian Grand Prix",08-MAR-98,"\N","http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix",,13,3,"Clear with maximum temperatures reaching 24 degrees at the start, increasing to 30 degrees by the end of the race.","N","albert_park","1998",1,"1998 Australian Grand Prix",45
205,1998,15,"Luxembourg Grand Prix",27-SEP-98,"\N","http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix",,6,0,"not found","N","nurburgring","1998",1,"1998 Luxembourg Grand Prix",99
175,1999,1,"Australian Grand Prix",07-MAR-99,"\N","http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix",,14,4,"Sunny and dry with temperatures reaching up to 19 °C (66 °F)[1]","N","albert_park","1999",1,"1999 Australian Grand Prix",129
177,1999,3,"San Marino Grand Prix",02-MAY-99,"\N","http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix",,13,7,"Sunny, mild, dry, 23 °C","N","imola","1999",1,"1999 San Marino Grand Prix",62
160,2000,3,"San Marino Grand Prix",09-APR-00,"\N","http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix",,8,2,"Overcast, Mild, Dry, 16 °C","N","imola","2000",1,"2000 San Marino Grand Prix",90
141,2001,1,"Australian Grand Prix",04-MAR-01,"\N","http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix",,9,3,"Cloudy, sunny later","N","albert_park","2001",1,"2001 Australian Grand Prix",87
124,2002,1,"Australian Grand Prix",03-MAR-02,"\N","http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix",,14,9,"not found","N","albert_park","2002",1,"2002 Australian Grand Prix",35
127,2002,4,"San Marino Grand Prix",14-APR-02,"\N","http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix",,11,0,"Scattered thunderstorms, but remaining dry. Air Temp: 18°C","N","imola","2002",1,"2002 San Marino Grand Prix",69
108,2003,1,"Australian Grand Prix",09-MAR-03,"\N","http://en.wikipedia.org/wiki/2003_Australian_Grand_Prix",,9,3,"not found","N","albert_park","2003",1,"2003 Australian Grand Prix",214
90,2004,1,"Australian Grand Prix",07-MAR-04,"\N","http://en.wikipedia.org/wiki/2004_Australian_Grand_Prix",,6,0,"Dry & cloudyAir Temp 20 °C (68 °F)","N","albert_park","2004",1,"2004 Australian Grand Prix",104
93,2004,4,"San Marino Grand Prix",25-APR-04,"\N","http://en.wikipedia.org/wiki/2004_San_Marino_Grand_Prix",,5,1,"Clear, air temp: 22°C","N","imola","2004",1,"2004 San Marino Grand Prix",128
71,2005,1,"Australian Grand Prix",06-MAR-05,"14:00:00","http://en.wikipedia.org/wiki/2005_Australian_Grand_Prix",,3,2,"Cool, partly cloudy","N","albert_park","2005",1,"2005 Australian Grand Prix",94
74,2005,4,"San Marino Grand Prix",24-APR-05,"14:00:00","http://en.wikipedia.org/wiki/2005_San_Marino_Grand_Prix",,7,1,"Warm and cloudy","N","imola","2005",1,"2005 San Marino Grand Prix",84
55,2006,3,"Australian Grand Prix",02-APR-06,"14:00:00","http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix",,9,6,"Cloudy with sunny breaks. Air temperature 20°C","N","albert_park","2006",1,"2006 Australian Grand Prix",83
56,2006,4,"San Marino Grand Prix",23-APR-06,"14:00:00","http://en.wikipedia.org/wiki/2006_San_Marino_Grand_Prix",,6,2,"Sunny","N","imola","2006",1,"2006 San Marino Grand Prix",116
528,1978,2,"Brazilian Grand Prix",29-JAN-78,"\N","http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix",,17,7,"Dry","N","jacarepagua","1978",1,"1978 Brazilian Grand Prix",0
512,1979,1,"Argentine Grand Prix",21-JAN-79,"\N","http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix",,15,6,"Dry","N","galvez","1979",1,"1979 Argentine Grand Prix",0
513,1979,2,"Brazilian Grand Prix",04-FEB-79,"\N","http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix",,11,3,"Dry","N","interlagos","1979",1,"1979 Brazilian Grand Prix",0
498,1980,1,"Argentine Grand Prix",13-JAN-80,"\N","http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix",,21,2,"Sunny, Very hot, Dry","N","galvez","1980",1,"1980 Argentine Grand Prix",0
499,1980,2,"Brazilian Grand Prix",27-JAN-80,"\N","http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix",,13,1,"Dry","N","interlagos","1980",1,"1980 Brazilian Grand Prix",0
485,1981,3,"Argentine Grand Prix",12-APR-81,"\N","http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix",,17,0,"Sunny, Hot, Dry","N","galvez","1981",1,"1981 Argentine Grand Prix",0
484,1981,2,"Brazilian Grand Prix",29-MAR-81,"\N","http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix",,17,7,"Overcast, Fresh, Rain","Y","jacarepagua","1981",1,"1981 Brazilian Grand Prix",0
468,1982,2,"Brazilian Grand Prix",21-MAR-82,"\N","http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix",,21,7,"Dry","N","jacarepagua","1982",1,"1982 Brazilian Grand Prix",0
452,1983,1,"Brazilian Grand Prix",13-MAR-83,"\N","http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix",,14,2,"not found","N","jacarepagua","1983",1,"1983 Brazilian Grand Prix",0
436,1984,1,"Brazilian Grand Prix",25-MAR-84,"\N","http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix",,20,1,"Dry","N","jacarepagua","1984",1,"1984 Brazilian Grand Prix",0
420,1985,1,"Brazilian Grand Prix",07-APR-85,"\N","http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix",,12,2,"not found","N","jacarepagua","1985",1,"1985 Brazilian Grand Prix",0
404,1986,1,"Brazilian Grand Prix",23-MAR-86,"\N","http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix",,15,1,"Hot, dry and sunny","N","jacarepagua","1986",1,"1986 Brazilian Grand Prix",0
414,1986,11,"Hungarian Grand Prix",10-AUG-86,"\N","http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix",,16,3,"not found","N","hungaroring","1986",1,"1986 Hungarian Grand Prix",0
388,1987,1,"Brazilian Grand Prix",12-APR-87,"\N","http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix",,12,1,"Sunny","N","jacarepagua","1987",1,"1987 Brazilian Grand Prix",0
381,1988,10,"Hungarian Grand Prix",07-AUG-88,"\N","http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix",,18,3,"Sunny and hot","N","hungaroring","1988",1,"1988 Hungarian Grand Prix",0
322,1990,2,"Brazilian Grand Prix",25-MAR-90,"\N","http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix",,23,4,"Hot, dry, sunny","N","interlagos","1990",1,"1990 Brazilian Grand Prix",0
330,1990,10,"Hungarian Grand Prix",12-AUG-90,"\N","http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix",,20,5,"Dry","N","hungaroring","1990",1,"1990 Hungarian Grand Prix",0
314,1991,10,"Hungarian Grand Prix",11-AUG-91,"\N","http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix",,18,0,"Hot dry, sunny","N","hungaroring","1991",1,"1991 Hungarian Grand Prix",0
291,1992,3,"Brazilian Grand Prix",05-APR-92,"\N","http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix",,20,3,"Dry","N","interlagos","1992",1,"1992 Brazilian Grand Prix",0
299,1992,11,"Hungarian Grand Prix",16-AUG-92,"\N","http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix",,20,11,"Dry","N","hungaroring","1992",1,"1992 Hungarian Grand Prix",0
274,1993,2,"Brazilian Grand Prix",28-MAR-93,"\N","http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix",,14,8,"Dry first then torrential rain; later drying and staying dry for the rest of the race","Y","interlagos","1993",1,"1993 Brazilian Grand Prix",0
241,1995,2,"Argentine Grand Prix",09-APR-95,"\N","http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix",,17,9,"Cloudy","N","galvez","1995",1,"1995 Argentine Grand Prix",0
240,1995,1,"Brazilian Grand Prix",26-MAR-95,"\N","http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix",,16,4,"Overcast","N","interlagos","1995",1,"1995 Brazilian Grand Prix",0
226,1996,3,"Argentine Grand Prix",07-APR-96,"\N","http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix",,12,4,"Dry with temperatures reaching up to 21 °C (70 °F)[1]","N","galvez","1996",1,"1996 Argentine Grand Prix",146
225,1996,2,"Brazilian Grand Prix",31-MAR-96,"\N","http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix",,11,7,"Wet, then drying with temperatures reaching up to 24 °C (75 °F)[1]","Y","interlagos","1996",1,"1996 Brazilian Grand Prix",123
209,1997,3,"Argentine Grand Prix",13-APR-97,"\N","http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix",,13,5,"Partially cloudy and dry, with temperatures reaching up to 21 °C (70 °F)[1]","N","galvez","1997",1,"1997 Argentine Grand Prix",131
208,1997,2,"Brazilian Grand Prix",30-MAR-97,"\N","http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix",,5,1,"Overcast and dry with temperatures reaching up to 23 °C (73 °F)[1]","N","interlagos","1997",1,"1997 Brazilian Grand Prix",162
192,1998,2,"Brazilian Grand Prix",29-MAR-98,"\N","http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix",,12,3,"Mostly cloudy, 31 °C (88 °F)","N","interlagos","1998",1,"1998 Brazilian Grand Prix",80
202,1998,12,"Hungarian Grand Prix",16-AUG-98,"\N","http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix",,6,0,"Cloudy, hot, dry, 30°C","N","hungaroring","1998",1,"1998 Hungarian Grand Prix",73
176,1999,2,"Brazilian Grand Prix",11-APR-99,"\N","http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix",,14,3,"Sunny, hot, dry 25 °C (77 °F)[1]","N","interlagos","1999",1,"1999 Brazilian Grand Prix",118
189,1999,15,"Malaysian Grand Prix",17-OCT-99,"\N","http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix",,11,4,"Cloudy, hot, dry","N","sepang","1999",1,"1999 Malaysian Grand Prix",72
