"RACEID","DRIVERID","STOP","LAP","TIME","DURATION","MILLISECONDS","DATETIME_PITSTOP","DRIVERREF"
961,4,3,49,"15:16:39","24.082",24082,04-SEP-16,"alonso"
962,3,1,1,"20:06:14","26.350",26350,18-SEP-16,"rosberg"
962,1,1,1,"20:06:19","24.453",24453,18-SEP-16,"hamilton"
962,8,1,1,"20:06:21","24.874",24874,18-SEP-16,"raikkonen"
962,4,1,1,"20:06:22","24.649",24649,18-SEP-16,"alonso"
962,826,1,1,"20:06:24","24.584",24584,18-SEP-16,"kvyat"
962,832,1,1,"20:06:25","25.973",25973,18-SEP-16,"sainz"
962,13,1,1,"20:06:27","25.929",25929,18-SEP-16,"massa"
962,825,1,1,"20:06:28","25.816",25816,18-SEP-16,"kevin_magnussen"
962,828,1,1,"20:06:30","26.135",26135,18-SEP-16,"ericsson"
962,815,1,1,"20:06:31","32.821",32821,18-SEP-16,"perez"
962,18,1,1,"20:06:33","42.815",42815,18-SEP-16,"button"
962,822,1,1,"20:06:40","32.709",32709,18-SEP-16,"bottas"
962,836,1,1,"20:06:42","24.308",24308,18-SEP-16,"wehrlein"
962,839,1,1,"20:06:43","24.343",24343,18-SEP-16,"ocon"
962,831,1,1,"20:06:44","25.057",25057,18-SEP-16,"nasr"
962,20,1,1,"20:06:48","24.342",24342,18-SEP-16,"vettel"
962,832,2,7,"20:18:50","29.846",29846,18-SEP-16,"sainz"
962,828,2,8,"20:20:49","29.706",29706,18-SEP-16,"ericsson"
962,835,2,11,"20:26:49","28.847",28847,18-SEP-16,"jolyon_palmer"
962,4,2,14,"20:31:59","29.401",29401,18-SEP-16,"alonso"
962,817,2,15,"20:33:33","28.890",28890,18-SEP-16,"ricciardo"
962,1,2,15,"20:33:37","29.150",29150,18-SEP-16,"hamilton"
962,826,2,15,"20:33:53","30.301",30301,18-SEP-16,"kvyat"
962,822,2,15,"20:34:33","28.780",28780,18-SEP-16,"bottas"
962,3,2,16,"20:35:17","30.546",30546,18-SEP-16,"rosberg"
962,13,2,16,"20:35:53","28.682",28682,18-SEP-16,"massa"
962,8,2,17,"20:37:28","29.041",29041,18-SEP-16,"raikkonen"
962,825,2,17,"20:37:54","28.759",28759,18-SEP-16,"kevin_magnussen"
962,821,2,18,"20:39:52","30.307",30307,18-SEP-16,"gutierrez"
962,836,2,18,"20:40:10","30.532",30532,18-SEP-16,"wehrlein"
962,839,2,19,"20:42:20","1:44.383",104383,18-SEP-16,"ocon"
962,20,2,24,"20:51:16","28.924",28924,18-SEP-16,"vettel"
962,815,2,25,"20:53:08","28.742",28742,18-SEP-16,"perez"
962,830,3,27,"20:56:59","28.948",28948,18-SEP-16,"max_verstappen"
962,832,3,27,"20:57:18","29.320",29320,18-SEP-16,"sainz"
962,18,3,27,"20:57:36","29.025",29025,18-SEP-16,"button"
962,13,3,28,"20:58:52","29.578",29578,18-SEP-16,"massa"
962,3,3,33,"21:07:19","28.970",28970,18-SEP-16,"rosberg"
962,822,4,32,"21:07:22","1:03.680",63680,18-SEP-16,"bottas"
962,8,3,33,"21:07:36","29.135",29135,18-SEP-16,"raikkonen"
962,1,3,34,"21:09:30","28.421",28421,18-SEP-16,"hamilton"
962,831,3,35,"21:12:35","29.537",29537,18-SEP-16,"nasr"
962,839,3,34,"21:12:43","30.614",30614,18-SEP-16,"ocon"
962,836,3,36,"21:14:53","30.471",30471,18-SEP-16,"wehrlein"
962,828,4,36,"21:15:00","29.680",29680,18-SEP-16,"ericsson"
962,826,3,37,"21:15:47","29.205",29205,18-SEP-16,"kvyat"
962,13,4,43,"21:27:23","29.903",29903,18-SEP-16,"massa"
962,830,4,44,"21:28:59","28.854",28854,18-SEP-16,"max_verstappen"
962,1,4,45,"21:30:08","28.315",28315,18-SEP-16,"hamilton"
962,817,4,47,"21:33:41","28.662",28662,18-SEP-16,"ricciardo"
962,839,4,45,"21:34:04","42.368",42368,18-SEP-16,"ocon"
963,826,1,1,"15:06:13","32.413",32413,02-OCT-16,"kvyat"
963,825,1,1,"15:06:24","30.679",30679,02-OCT-16,"kevin_magnussen"
963,821,1,1,"15:06:25","30.782",30782,02-OCT-16,"gutierrez"
963,13,2,6,"15:15:25","24.425",24425,02-OCT-16,"massa"
963,18,1,9,"15:20:44","24.738",24738,02-OCT-16,"button"
963,807,1,9,"15:20:45","26.609",26609,02-OCT-16,"hulkenberg"
963,4,1,9,"15:20:50","25.195",25195,02-OCT-16,"alonso"
963,836,1,9,"15:20:59","25.820",25820,02-OCT-16,"wehrlein"
963,1,1,20,"15:39:17","23.689",23689,02-OCT-16,"hamilton"
963,8,1,20,"15:39:31","24.584",24584,02-OCT-16,"raikkonen"
963,817,1,21,"15:41:04","24.197",24197,02-OCT-16,"ricciardo"
963,828,1,21,"15:41:45","25.272",25272,02-OCT-16,"ericsson"
963,4,2,27,"15:52:01","24.061",24061,02-OCT-16,"alonso"
963,807,2,28,"15:53:41","24.012",24012,02-OCT-16,"hulkenberg"
963,822,1,29,"15:55:11","23.828",23828,02-OCT-16,"bottas"
963,826,2,29,"15:55:54","24.338",24338,02-OCT-16,"kvyat"
963,3,2,31,"15:58:19","24.661",24661,02-OCT-16,"rosberg"
963,839,2,31,"15:59:29","33.338",33338,02-OCT-16,"ocon"
963,8,2,32,"15:59:55","24.412",24412,02-OCT-16,"raikkonen"
963,815,2,32,"16:00:19","23.947",23947,02-OCT-16,"perez"
963,831,1,32,"16:00:57","24.697",24697,02-OCT-16,"nasr"
963,18,2,37,"16:08:59","24.645",24645,02-OCT-16,"button"
963,821,3,39,"16:13:44","25.006",25006,02-OCT-16,"gutierrez"
963,8,3,40,"16:13:46","24.809",24809,02-OCT-16,"raikkonen"
963,807,3,40,"16:14:32","25.192",25192,02-OCT-16,"hulkenberg"
963,817,2,41,"16:15:24","24.408",24408,02-OCT-16,"ricciardo"
963,826,3,40,"16:15:33","24.718",24718,02-OCT-16,"kvyat"
963,836,3,41,"16:18:14","25.201",25201,02-OCT-16,"wehrlein"
964,4,1,9,"14:19:03","22.786",22786,09-OCT-16,"alonso"
964,830,1,10,"14:20:15","22.855",22855,09-OCT-16,"max_verstappen"
964,826,1,10,"14:20:38","22.990",22990,09-OCT-16,"kvyat"
964,807,1,11,"14:22:12","22.832",22832,09-OCT-16,"hulkenberg"
964,821,1,11,"14:22:18","24.110",24110,09-OCT-16,"gutierrez"
964,20,1,12,"14:23:35","23.226",23226,09-OCT-16,"vettel"
964,8,1,12,"14:23:45","23.244",23244,09-OCT-16,"raikkonen"
964,839,1,12,"14:24:19","24.973",24973,09-OCT-16,"ocon"
964,832,1,13,"14:25:40","22.986",22986,09-OCT-16,"sainz"
964,836,1,13,"14:26:05","24.630",24630,09-OCT-16,"wehrlein"
964,18,1,19,"14:36:02","24.375",24375,09-OCT-16,"button"
964,826,2,23,"14:42:46","22.943",22943,09-OCT-16,"kvyat"
964,13,1,24,"14:44:11","22.463",22463,09-OCT-16,"massa"
964,825,1,25,"14:46:04","23.072",23072,09-OCT-16,"kevin_magnussen"
964,831,1,25,"14:46:10","25.131",25131,09-OCT-16,"nasr"
964,8,2,26,"14:47:00","22.762",22762,09-OCT-16,"raikkonen"
964,822,1,26,"14:47:27","25.007",25007,09-OCT-16,"bottas"
964,828,1,26,"14:47:42","24.011",24011,09-OCT-16,"ericsson"
964,830,2,28,"14:49:53","22.788",22788,09-OCT-16,"max_verstappen"
964,807,2,28,"14:50:32","22.952",22952,09-OCT-16,"hulkenberg"
964,821,2,28,"14:51:13","23.792",23792,09-OCT-16,"gutierrez"
964,815,2,29,"14:52:07","22.721",22721,09-OCT-16,"perez"
964,154,2,30,"14:54:06","25.429",25429,09-OCT-16,"grosjean"
964,839,2,31,"14:56:24","24.256",24256,09-OCT-16,"ocon"
964,817,2,32,"14:56:52","25.861",25861,09-OCT-16,"ricciardo"
964,836,2,32,"14:58:22","25.461",25461,09-OCT-16,"wehrlein"
964,20,2,34,"14:59:47","22.887",22887,09-OCT-16,"vettel"
964,18,2,36,"15:04:30","23.342",23342,09-OCT-16,"button"
964,832,2,37,"15:06:04","22.938",22938,09-OCT-16,"sainz"
965,822,1,1,"14:06:03","27.098",27098,23-OCT-16,"bottas"
965,8,1,8,"14:17:35","23.989",23989,23-OCT-16,"raikkonen"
965,830,1,9,"14:19:21","23.489",23489,23-OCT-16,"max_verstappen"
965,3,1,10,"14:21:02","23.526",23526,23-OCT-16,"rosberg"
965,18,1,10,"14:21:28","23.613",23613,23-OCT-16,"button"
965,815,1,10,"14:21:31","23.350",23350,23-OCT-16,"perez"
965,1,1,11,"14:22:40","23.601",23601,23-OCT-16,"hamilton"
965,13,1,11,"14:23:03","24.093",24093,23-OCT-16,"massa"
965,832,1,11,"14:23:06","24.778",24778,23-OCT-16,"sainz"
965,4,1,11,"14:23:10","23.683",23683,23-OCT-16,"alonso"
965,825,1,13,"14:27:04","24.310",24310,23-OCT-16,"kevin_magnussen"
965,836,1,13,"14:27:10","26.059",26059,23-OCT-16,"wehrlein"
965,20,1,14,"14:28:08","24.433",24433,23-OCT-16,"vettel"
965,828,1,17,"14:34:12","25.229",25229,23-OCT-16,"ericsson"
965,839,1,17,"14:34:34","25.216",25216,23-OCT-16,"ocon"
965,822,2,20,"14:40:06","25.222",25222,23-OCT-16,"bottas"
965,826,1,21,"14:41:16","37.837",37837,23-OCT-16,"kvyat"
965,8,2,24,"14:45:43","23.845",23845,23-OCT-16,"raikkonen"
965,817,2,25,"14:47:19","23.534",23534,23-OCT-16,"ricciardo"
965,835,2,26,"14:50:20","24.766",24766,23-OCT-16,"jolyon_palmer"
965,839,2,26,"14:50:59","27.532",27532,23-OCT-16,"ocon"
965,815,2,27,"14:51:47","24.467",24467,23-OCT-16,"perez"
965,154,2,27,"14:51:52","26.056",26056,23-OCT-16,"grosjean"
965,18,2,28,"14:53:32","25.635",25635,23-OCT-16,"button"
965,20,2,29,"14:54:23","23.812",23812,23-OCT-16,"vettel"
965,13,2,29,"14:54:55","23.903",23903,23-OCT-16,"massa"
965,831,1,29,"14:55:54","24.244",24244,23-OCT-16,"nasr"
965,832,2,30,"14:56:49","24.281",24281,23-OCT-16,"sainz"
965,4,2,30,"14:56:57","25.300",25300,23-OCT-16,"alonso"
965,836,2,30,"14:58:04","25.182",25182,23-OCT-16,"wehrlein"
965,3,2,31,"14:58:05","24.149",24149,23-OCT-16,"rosberg"
965,8,3,38,"15:11:09","25.384",25384,23-OCT-16,"raikkonen"
965,839,3,44,"15:24:27","24.665",24665,23-OCT-16,"ocon"
965,20,3,53,"15:37:10","24.156",24156,23-OCT-16,"vettel"
965,13,3,54,"15:39:55","23.464",23464,23-OCT-16,"massa"
966,817,1,1,"13:04:51","22.087",22087,30-OCT-16,"ricciardo"
966,835,1,1,"13:05:06","23.897",23897,30-OCT-16,"jolyon_palmer"
966,154,1,11,"13:20:31","22.957",22957,30-OCT-16,"grosjean"
966,830,1,12,"13:21:26","21.775",21775,30-OCT-16,"max_verstappen"
966,832,1,12,"13:21:43","22.747",22747,30-OCT-16,"sainz"
966,821,1,12,"13:21:51","25.198",25198,30-OCT-16,"gutierrez"
966,826,1,13,"13:23:20","22.665",22665,30-OCT-16,"kvyat"
966,807,1,14,"13:24:17","22.134",22134,30-OCT-16,"hulkenberg"
966,13,1,14,"13:24:24","21.863",21863,30-OCT-16,"massa"
966,839,1,15,"13:26:15","23.866",23866,30-OCT-16,"ocon"
966,4,1,16,"13:27:27","22.461",22461,30-OCT-16,"alonso"
966,18,1,17,"13:28:57","22.438",22438,30-OCT-16,"button"
966,822,1,19,"13:31:31","22.396",22396,30-OCT-16,"bottas"
966,3,1,20,"13:32:32","21.997",21997,30-OCT-16,"rosberg"
966,8,1,20,"13:32:40","22.398",22398,30-OCT-16,"raikkonen"
966,815,1,20,"13:32:56","22.213",22213,30-OCT-16,"perez"
966,8,2,45,"14:07:53","22.974",22974,30-OCT-16,"raikkonen"
966,4,2,45,"14:09:00","25.171",25171,30-OCT-16,"alonso"
966,826,2,47,"14:11:56","22.865",22865,30-OCT-16,"kvyat"
966,821,2,48,"14:13:40","23.110",23110,30-OCT-16,"gutierrez"
966,831,1,49,"14:14:38","23.540",23540,30-OCT-16,"nasr"
966,154,2,50,"14:16:38","23.678",23678,30-OCT-16,"grosjean"
966,825,2,51,"14:17:54","22.384",22384,30-OCT-16,"kevin_magnussen"
967,4,1,9,"14:27:30","24.821",24821,13-NOV-16,"alonso"
967,822,1,9,"14:27:31","24.724",24724,13-NOV-16,"bottas"
967,13,1,9,"14:27:33","29.421",29421,13-NOV-16,"massa"
967,826,1,9,"14:27:36","25.758",25758,13-NOV-16,"kvyat"
967,828,1,9,"14:27:41","25.395",25395,13-NOV-16,"ericsson"
967,20,1,10,"14:29:08","29.981",29981,13-NOV-16,"vettel"
967,817,1,13,"14:33:32","24.623",24623,13-NOV-16,"ricciardo"
967,826,2,17,"14:41:54","25.355",25355,13-NOV-16,"kvyat"
967,835,2,17,"14:41:59","24.656",24656,13-NOV-16,"jolyon_palmer"
967,1,1,20,"14:47:37","33:30.361",2010361,13-NOV-16,"hamilton"
967,807,1,20,"14:47:44","33:28.504",2008504,13-NOV-16,"hulkenberg"
967,815,1,20,"14:47:46","33:28.398",2008398,13-NOV-16,"perez"
967,832,1,20,"14:47:48","33:28.828",2008828,13-NOV-16,"sainz"
967,817,2,20,"14:47:52","33:28.600",2008600,13-NOV-16,"ricciardo"
967,839,1,20,"14:47:53","33:29.052",2009052,13-NOV-16,"ocon"
967,836,1,20,"14:47:56","33:28.464",2008464,13-NOV-16,"wehrlein"
967,825,2,20,"14:48:00","33:28.979",2008979,13-NOV-16,"kevin_magnussen"
967,18,2,20,"14:48:04","33:30.062",2010062,13-NOV-16,"button"
967,20,2,20,"14:48:05","33:30.637",2010637,13-NOV-16,"vettel"
967,13,2,20,"14:48:08","33:29.630",2009630,13-NOV-16,"massa"
967,807,2,22,"15:25:12","24.282",24282,13-NOV-16,"hulkenberg"
967,1,2,28,"15:37:24","24:42.048",1482048,13-NOV-16,"hamilton"
967,3,2,28,"15:37:26","24:41.624",1481624,13-NOV-16,"rosberg"
967,815,2,28,"15:37:29","24:42.290",1482290,13-NOV-16,"perez"
967,832,2,28,"15:37:31","24:43.053",1483053,13-NOV-16,"sainz"
967,831,2,28,"15:37:32","24:43.214",1483214,13-NOV-16,"nasr"
967,836,2,28,"15:37:36","24:44.979",1484979,13-NOV-16,"wehrlein"
967,4,3,28,"15:37:39","24:43.818",1483818,13-NOV-16,"alonso"
967,822,3,28,"15:37:41","24:43.957",1483957,13-NOV-16,"bottas"
967,825,3,28,"15:37:43","24:44.474",1484474,13-NOV-16,"kevin_magnussen"
967,807,3,28,"15:37:50","24:45.304",1485304,13-NOV-16,"hulkenberg"
967,13,3,28,"15:37:51","24:45.969",1485969,13-NOV-16,"massa"
967,821,3,28,"15:37:54","24:44.444",1484444,13-NOV-16,"gutierrez"
967,826,4,28,"15:37:56","24:44.388",1484388,13-NOV-16,"kvyat"
967,18,4,34,"16:13:01","25.006",25006,13-NOV-16,"button"
967,817,4,40,"16:21:27","29.621",29621,13-NOV-16,"ricciardo"
967,830,4,43,"16:25:37","24.435",24435,13-NOV-16,"max_verstappen"
967,18,5,44,"16:28:14","24.754",24754,13-NOV-16,"button"
967,817,5,52,"16:41:54","24.521",24521,13-NOV-16,"ricciardo"
967,830,5,54,"16:45:53","24.041",24041,13-NOV-16,"max_verstappen"
968,825,1,1,"17:05:37","27.068",27068,27-NOV-16,"kevin_magnussen"
968,1,1,7,"17:16:01","22.600",22600,27-NOV-16,"hamilton"
968,8,1,7,"17:16:05","21.959",21959,27-NOV-16,"raikkonen"
968,4,1,7,"17:16:19","22.428",22428,27-NOV-16,"alonso"
968,835,1,7,"17:16:27","24.781",24781,27-NOV-16,"jolyon_palmer"
968,20,1,8,"17:17:54","21.711",21711,27-NOV-16,"vettel"
968,807,1,8,"17:17:59","21.834",21834,27-NOV-16,"hulkenberg"
968,13,1,8,"17:18:07","21.775",21775,27-NOV-16,"massa"
968,821,1,8,"17:18:19","22.032",22032,27-NOV-16,"gutierrez"
968,815,1,9,"17:19:50","21.308",21308,27-NOV-16,"perez"
968,830,1,21,"17:41:22","21.221",21221,27-NOV-16,"max_verstappen"
968,835,2,21,"17:42:16","22.145",22145,27-NOV-16,"jolyon_palmer"
968,839,1,22,"17:43:59","24.035",24035,27-NOV-16,"ocon"
968,836,2,24,"17:47:52","22.949",22949,27-NOV-16,"wehrlein"
968,8,2,25,"17:48:31","22.087",22087,27-NOV-16,"raikkonen"
968,807,2,26,"17:50:33","21.482",21482,27-NOV-16,"hulkenberg"
968,815,2,27,"17:52:26","22.012",22012,27-NOV-16,"perez"
968,1,2,28,"17:53:38","21.355",21355,27-NOV-16,"hamilton"
968,832,2,28,"17:55:00","21.935",21935,27-NOV-16,"sainz"
968,3,2,29,"17:55:27","21.218",21218,27-NOV-16,"rosberg"
968,13,2,30,"17:57:55","21.539",21539,27-NOV-16,"massa"
968,839,2,36,"18:09:38","23.026",23026,27-NOV-16,"ocon"
968,831,2,36,"18:09:42","29.933",29933,27-NOV-16,"nasr"
968,20,2,37,"18:09:47","21.872",21872,27-NOV-16,"vettel"
968,154,2,38,"18:12:35","22.527",22527,27-NOV-16,"grosjean"
968,828,1,38,"18:13:21","22.991",22991,27-NOV-16,"ericsson"
968,835,3,41,"18:18:52","22.588",22588,27-NOV-16,"jolyon_palmer"
969,840,1,5,"16:14:22","22.293",22293,26-MAR-17,"stroll"
969,838,1,9,"16:20:40","39.562",39562,26-MAR-17,"vandoorne"
969,839,1,15,"16:29:32","22.154",22154,26-MAR-17,"ocon"
969,841,1,15,"16:29:57","28.591",28591,26-MAR-17,"giovinazzi"
969,4,1,16,"16:31:00","22.484",22484,26-MAR-17,"alonso"
969,1,1,17,"16:31:40","21.709",21709,26-MAR-17,"hamilton"
969,815,1,17,"16:32:20","22.045",22045,26-MAR-17,"perez"
969,832,1,18,"16:33:49","21.762",21762,26-MAR-17,"sainz"
969,13,1,20,"16:36:44","21.568",21568,26-MAR-17,"massa"
969,20,1,23,"16:40:32","21.988",21988,26-MAR-17,"vettel"
969,830,1,25,"16:43:56","22.208",22208,26-MAR-17,"max_verstappen"
969,8,1,26,"16:45:16","22.033",22033,26-MAR-17,"raikkonen"
969,840,2,29,"16:51:13","22.380",22380,26-MAR-17,"stroll"
969,826,1,34,"16:57:51","25.559",25559,26-MAR-17,"kvyat"
969,825,2,44,"17:15:10","22.189",22189,26-MAR-17,"kevin_magnussen"
969,826,2,49,"17:20:30","24.026",24026,26-MAR-17,"kvyat"
970,807,1,1,"14:05:25","23.550",23550,09-APR-17,"hulkenberg"
970,20,1,2,"14:07:35","22.906",22906,09-APR-17,"vettel"
970,4,1,2,"14:07:48","24.250",24250,09-APR-17,"alonso"
970,13,1,2,"14:07:51","23.123",23123,09-APR-17,"massa"
970,815,1,2,"14:07:52","24.030",24030,09-APR-17,"perez"
970,825,1,2,"14:07:53","23.809",23809,09-APR-17,"kevin_magnussen"
970,839,1,2,"14:07:57","17.673",17673,09-APR-17,"ocon"
970,154,1,2,"14:08:00","30.654",30654,09-APR-17,"grosjean"
970,841,1,2,"14:08:01","29.443",29443,09-APR-17,"giovinazzi"
970,838,1,2,"14:08:01","25.146",25146,09-APR-17,"vandoorne"
970,822,1,4,"14:12:17","32.287",32287,09-APR-17,"bottas"
970,817,1,4,"14:12:20","17.340",17340,09-APR-17,"ricciardo"
970,8,1,4,"14:12:21","23.847",23847,09-APR-17,"raikkonen"
970,20,2,4,"14:12:35","17.354",17354,09-APR-17,"vettel"
970,832,1,4,"14:12:47","17.337",17337,09-APR-17,"sainz"
970,839,2,4,"14:12:49","33.491",33491,09-APR-17,"ocon"
970,4,2,4,"14:12:55","17.304",17304,09-APR-17,"alonso"
970,826,2,4,"14:13:00","17.320",17320,09-APR-17,"kvyat"
970,13,2,4,"14:13:01","17.324",17324,09-APR-17,"massa"
970,815,2,4,"14:13:01","17.416",17416,09-APR-17,"perez"
970,835,1,4,"14:13:06","17.291",17291,09-APR-17,"jolyon_palmer"
970,838,2,4,"14:13:08","17.325",17325,09-APR-17,"vandoorne"
970,807,2,4,"14:13:11","17.336",17336,09-APR-17,"hulkenberg"
970,828,2,4,"14:13:14","17.341",17341,09-APR-17,"ericsson"
970,1,2,5,"14:15:08","17.616",17616,09-APR-17,"hamilton"
970,817,2,5,"14:15:09","23.613",23613,09-APR-17,"ricciardo"
970,8,2,5,"14:15:18","17.877",17877,09-APR-17,"raikkonen"
970,822,2,5,"14:15:20","17.343",17343,09-APR-17,"bottas"
970,20,3,5,"14:15:24","17.362",17362,09-APR-17,"vettel"
970,832,2,5,"14:15:33","17.340",17340,09-APR-17,"sainz"
970,4,3,5,"14:15:40","17.302",17302,09-APR-17,"alonso"
970,826,3,5,"14:15:46","17.324",17324,09-APR-17,"kvyat"
970,13,3,5,"14:15:48","17.321",17321,09-APR-17,"massa"
970,815,3,5,"14:15:49","17.312",17312,09-APR-17,"perez"
970,839,3,5,"14:15:52","17.356",17356,09-APR-17,"ocon"
970,835,2,5,"14:15:55","17.291",17291,09-APR-17,"jolyon_palmer"
970,838,3,5,"14:15:57","17.295",17295,09-APR-17,"vandoorne"
970,828,3,5,"14:16:02","17.344",17344,09-APR-17,"ericsson"
970,154,3,5,"14:16:10","24.114",24114,09-APR-17,"grosjean"
970,1,3,6,"14:17:55","17.737",17737,09-APR-17,"hamilton"
970,817,3,6,"14:18:00","17.480",17480,09-APR-17,"ricciardo"
970,830,3,6,"14:18:05","17.421",17421,09-APR-17,"max_verstappen"
970,822,3,6,"14:18:06","17.323",17323,09-APR-17,"bottas"
970,20,4,6,"14:18:10","17.370",17370,09-APR-17,"vettel"
970,4,4,6,"14:18:16","17.302",17302,09-APR-17,"alonso"
970,832,3,6,"14:18:18","17.374",17374,09-APR-17,"sainz"
970,13,4,6,"14:18:29","17.377",17377,09-APR-17,"massa"
970,815,4,6,"14:18:30","18.225",18225,09-APR-17,"perez"
970,839,4,6,"14:18:36","17.366",17366,09-APR-17,"ocon"
970,835,3,6,"14:18:39","17.301",17301,09-APR-17,"jolyon_palmer"
970,828,4,6,"14:18:46","17.344",17344,09-APR-17,"ericsson"
970,154,4,6,"14:18:48","17.314",17314,09-APR-17,"grosjean"
970,815,5,20,"14:43:03","23.057",23057,09-APR-17,"perez"
970,13,5,24,"14:50:13","23.451",23451,09-APR-17,"massa"
970,830,4,29,"14:57:33","22.505",22505,09-APR-17,"max_verstappen"
970,825,5,32,"15:03:12","23.463",23463,09-APR-17,"kevin_magnussen"
970,817,4,33,"15:04:09","22.505",22505,09-APR-17,"ricciardo"
970,20,5,34,"15:05:37","22.443",22443,09-APR-17,"vettel"
970,1,4,36,"15:08:39","22.668",22668,09-APR-17,"hamilton"
970,8,4,39,"15:14:04","23.119",23119,09-APR-17,"raikkonen"
970,839,5,42,"15:20:06","22.926",22926,09-APR-17,"ocon"
970,13,6,48,"15:30:29","22.517",22517,09-APR-17,"massa"
970,815,6,49,"15:31:25","22.979",22979,09-APR-17,"perez"
971,830,1,11,"18:21:30","25.174",25174,16-APR-17,"max_verstappen"
971,839,1,11,"18:21:47","24.664",24664,16-APR-17,"ocon"
971,8,1,12,"18:23:10","26.430",26430,16-APR-17,"raikkonen"
971,154,1,12,"18:23:23","25.075",25075,16-APR-17,"grosjean"
971,822,1,13,"18:24:52","28.368",28368,16-APR-17,"bottas"
971,817,1,13,"18:24:59","25.312",25312,16-APR-17,"ricciardo"
971,13,1,13,"18:25:06","25.704",25704,16-APR-17,"massa"
971,807,1,13,"18:25:13","26.634",26634,16-APR-17,"hulkenberg"
971,4,1,13,"18:25:31","24.922",24922,16-APR-17,"alonso"
971,826,1,13,"18:25:35","25.204",25204,16-APR-17,"kvyat"
971,822,2,30,"18:54:49","24.540",24540,16-APR-17,"bottas"
971,20,2,33,"18:59:27","24.314",24314,16-APR-17,"vettel"
971,828,1,33,"19:00:33","25.576",25576,16-APR-17,"ericsson"
971,815,2,36,"19:04:49","24.630",24630,16-APR-17,"perez"
971,8,2,37,"19:06:10","25.856",25856,16-APR-17,"raikkonen"
971,13,2,37,"19:06:22","24.240",24240,16-APR-17,"massa"
971,839,2,37,"19:06:38","24.505",24505,16-APR-17,"ocon"
971,817,2,39,"19:09:27","25.200",25200,16-APR-17,"ricciardo"
971,826,2,41,"19:13:18","25.246",25246,16-APR-17,"kvyat"
972,838,1,1,"15:08:55","30.006",30006,30-APR-17,"vandoorne"
972,836,1,2,"15:11:28","31.266",31266,30-APR-17,"wehrlein"
972,836,2,20,"15:43:16","30.799",30799,30-APR-17,"wehrlein"
972,13,1,21,"15:44:10","29.923",29923,30-APR-17,"massa"
972,828,2,21,"15:44:59","30.655",30655,30-APR-17,"ericsson"
972,832,1,24,"15:49:33","29.973",29973,30-APR-17,"sainz"
972,838,2,24,"15:49:57","35.998",35998,30-APR-17,"vandoorne"
972,840,1,26,"15:52:58","29.791",29791,30-APR-17,"stroll"
972,822,1,27,"15:53:23","29.356",29356,30-APR-17,"bottas"
972,8,1,29,"15:56:49","30.152",30152,30-APR-17,"raikkonen"
972,1,1,30,"15:58:36","29.739",29739,30-APR-17,"hamilton"
972,20,1,34,"16:04:56","30.097",30097,30-APR-17,"vettel"
972,807,1,40,"16:16:07","30.280",30280,30-APR-17,"hulkenberg"
973,13,1,1,"14:05:02","40.612",40612,14-MAY-17,"massa"
973,835,1,2,"14:06:27","23.159",23159,14-MAY-17,"jolyon_palmer"
973,4,1,12,"14:21:10","22.690",22690,14-MAY-17,"alonso"
973,838,1,12,"14:21:24","22.547",22547,14-MAY-17,"vandoorne"
973,825,1,13,"14:22:35","22.703",22703,14-MAY-17,"kevin_magnussen"
973,832,1,13,"14:22:36","22.432",22432,14-MAY-17,"sainz"
973,20,1,14,"14:23:19","22.499",22499,14-MAY-17,"vettel"
973,807,1,15,"14:25:28","22.490",22490,14-MAY-17,"hulkenberg"
973,839,1,16,"14:26:51","22.616",22616,14-MAY-17,"ocon"
973,815,1,18,"14:29:42","25.082",25082,14-MAY-17,"perez"
973,828,1,18,"14:30:11","22.995",22995,14-MAY-17,"ericsson"
973,1,1,21,"14:33:26","21.544",21544,14-MAY-17,"hamilton"
973,817,1,21,"14:33:54","21.811",21811,14-MAY-17,"ricciardo"
973,835,2,21,"14:35:11","22.762",22762,14-MAY-17,"jolyon_palmer"
973,822,1,26,"14:41:01","21.689",21689,14-MAY-17,"bottas"
973,828,2,32,"14:51:03","22.775",22775,14-MAY-17,"ericsson"
973,836,1,33,"14:52:14","23.445",23445,14-MAY-17,"wehrlein"
973,807,2,33,"14:52:15","22.362",22362,14-MAY-17,"hulkenberg"
973,826,2,33,"14:52:37","22.117",22117,14-MAY-17,"kvyat"
973,840,2,33,"14:52:52","22.071",22071,14-MAY-17,"stroll"
973,13,3,33,"14:53:10","23.066",23066,14-MAY-17,"massa"
973,815,2,34,"14:53:46","23.107",23107,14-MAY-17,"perez"
973,839,2,34,"14:53:58","22.643",22643,14-MAY-17,"ocon"
973,832,2,34,"14:54:20","21.934",21934,14-MAY-17,"sainz"
973,1,2,36,"14:56:30","21.722",21722,14-MAY-17,"hamilton"
973,20,2,37,"14:57:53","22.307",22307,14-MAY-17,"vettel"
1051,852,1,9,"17:17:42","25.659",25659,,""
1051,8,1,10,"17:19:14","26.174",26174,,""
1051,842,1,13,"17:23:37","25.63",25630,,""
1051,841,1,15,"17:26:54","25.987",25987,,""
1051,830,1,17,"17:29:03","25.3",25300,,""
1051,847,1,17,"17:30:00","26.121",26121,,""
1051,1,1,18,"17:30:21","25.235",25235,,""
1051,849,1,18,"17:31:31","25.811",25811,,""
1051,815,1,19,"17:32:28","25.419",25419,,""
